"","poisonous","capShape","capSurface","capColor","bruisesTrueFalse","odor","gillAttachment","gillSpacing","gillSize","gillColor","stalkShape","stalkRoot","stalkSurfaceAboveRing","stalkSurfaceBelowRing","stalkColorAboveRing","stalkColorBelowRing","veilType","veilColor","ringNumber","ringType","sporePrintColor","population","habitat"
"1244",1,"flat","smooth","white",1,"pungent","free","close","narrow","white","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","urban"
"1245",0,"flat","smooth","brown",0,"none","free","crowded","broad","black","tapering","equal","smooth","fibrous","white","white","partial","white",1,"evanescent","brown","scattered","grasses"
"1246",0,"convex","fibrous","gray",0,"none","free","crowded","broad","black","tapering","equal","smooth","smooth","white","white","partial","white",1,"evanescent","black","abundant","grasses"
"1247",0,"flat","smooth","gray",0,"none","free","crowded","broad","chocolate","tapering","equal","smooth","smooth","white","white","partial","white",1,"evanescent","brown","abundant","grasses"
"1248",0,"convex","smooth","gray",0,"none","free","crowded","broad","black","tapering","equal","smooth","smooth","white","white","partial","white",1,"evanescent","black","abundant","grasses"
"1249",0,"flat","fibrous","gray",0,"none","free","crowded","broad","brown","tapering","equal","fibrous","smooth","white","white","partial","white",1,"evanescent","black","abundant","grasses"
"1250",0,"flat","fibrous","gray",0,"none","free","crowded","broad","black","tapering","equal","fibrous","smooth","white","white","partial","white",1,"evanescent","brown","abundant","grasses"
"1251",0,"convex","scaly","gray",1,"none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","pink","partial","white",1,"pendant","brown","solitary","woods"
"1252",0,"convex","fibrous","brown",1,"none","free","close","broad","brown","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","woods"
"1253",0,"flat","smooth","white",0,"none","free","crowded","broad","black","tapering","equal","smooth","fibrous","white","white","partial","white",1,"evanescent","brown","abundant","grasses"
"1254",1,"flat","scaly","white",1,"pungent","free","close","narrow","pink","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","grasses"
"1255",1,"flat","scaly","brown",1,"pungent","free","close","narrow","black","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","grasses"
"1256",0,"convex","smooth","white",0,"none","free","crowded","broad","pink","tapering","equal","fibrous","smooth","white","white","partial","white",1,"evanescent","brown","abundant","grasses"
"1257",1,"flat","smooth","brown",1,"pungent","free","close","narrow","black","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","grasses"
"1258",0,"flat","fibrous","brown",0,"none","free","crowded","broad","chocolate","tapering","equal","smooth","fibrous","white","white","partial","white",1,"evanescent","black","scattered","grasses"
"1259",0,"flat","smooth","white",0,"none","free","crowded","broad","chocolate","tapering","equal","fibrous","smooth","white","white","partial","white",1,"evanescent","brown","abundant","grasses"
"1260",1,"flat","smooth","brown",1,"pungent","free","close","narrow","white","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","several","grasses"
"1261",1,"flat","scaly","white",1,"pungent","free","close","narrow","pink","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","several","grasses"
"1262",1,"flat","scaly","brown",1,"pungent","free","close","narrow","white","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","several","grasses"
"1263",1,"flat","smooth","white",1,"pungent","free","close","narrow","black","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","grasses"
"1264",0,"convex","smooth","white",0,"none","free","crowded","broad","black","tapering","equal","fibrous","fibrous","white","white","partial","white",1,"evanescent","black","abundant","grasses"
"1265",0,"convex","fibrous","brown",1,"none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","pink","partial","white",1,"pendant","brown","several","woods"
"1266",0,"flat","smooth","white",0,"none","free","crowded","broad","black","tapering","equal","fibrous","fibrous","white","white","partial","white",1,"evanescent","brown","abundant","grasses"
"1267",0,"flat","fibrous","gray",0,"none","free","crowded","broad","pink","tapering","equal","fibrous","smooth","white","white","partial","white",1,"evanescent","black","abundant","grasses"
"1268",1,"flat","scaly","brown",1,"pungent","free","close","narrow","black","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","several","urban"
"1269",0,"convex","smooth","white",0,"none","free","crowded","broad","black","tapering","equal","fibrous","fibrous","white","white","partial","white",1,"evanescent","brown","scattered","grasses"
"1270",0,"convex","scaly","red",1,"none","free","close","broad","brown","tapering","bulbous","smooth","smooth","pink","white","partial","white",1,"pendant","brown","solitary","woods"
"1271",0,"flat","smooth","gray",0,"none","free","crowded","broad","brown","tapering","equal","fibrous","smooth","white","white","partial","white",1,"evanescent","black","scattered","grasses"
"1272",0,"convex","smooth","white",0,"none","free","crowded","broad","brown","tapering","equal","fibrous","fibrous","white","white","partial","white",1,"evanescent","brown","scattered","grasses"
"1273",1,"flat","smooth","white",1,"pungent","free","close","narrow","pink","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","grasses"
"1274",0,"flat","fibrous","brown",0,"none","free","crowded","broad","black","tapering","equal","fibrous","smooth","white","white","partial","white",1,"evanescent","brown","abundant","grasses"
"1275",0,"convex","fibrous","white",0,"none","free","crowded","broad","chocolate","tapering","equal","smooth","smooth","white","white","partial","white",1,"evanescent","black","scattered","grasses"
"1276",1,"flat","smooth","white",1,"pungent","free","close","narrow","black","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","urban"
"1277",0,"convex","fibrous","brown",0,"none","free","crowded","broad","pink","tapering","equal","smooth","fibrous","white","white","partial","white",1,"evanescent","brown","abundant","grasses"
"1278",0,"flat","fibrous","white",0,"none","free","crowded","broad","brown","tapering","equal","smooth","smooth","white","white","partial","white",1,"evanescent","brown","scattered","grasses"
"1279",0,"convex","smooth","white",0,"none","free","crowded","broad","chocolate","tapering","equal","smooth","smooth","white","white","partial","white",1,"evanescent","black","scattered","grasses"
"1280",0,"flat","smooth","white",0,"none","free","crowded","broad","chocolate","tapering","equal","fibrous","smooth","white","white","partial","white",1,"evanescent","brown","scattered","grasses"
"1281",0,"bell","scaly","yellow",1,"almond","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","numerous","meadows"
"1282",0,"convex","smooth","gray",0,"none","free","crowded","broad","brown","tapering","equal","smooth","smooth","white","white","partial","white",1,"evanescent","brown","abundant","grasses"
"1283",0,"convex","fibrous","white",0,"none","free","crowded","broad","brown","tapering","equal","smooth","fibrous","white","white","partial","white",1,"evanescent","black","scattered","grasses"
"1284",0,"convex","smooth","brown",0,"none","free","crowded","broad","brown","tapering","equal","fibrous","smooth","white","white","partial","white",1,"evanescent","brown","scattered","grasses"
"1285",0,"convex","fibrous","brown",0,"none","free","crowded","broad","brown","tapering","equal","fibrous","smooth","white","white","partial","white",1,"evanescent","black","abundant","grasses"
"1286",0,"flat","fibrous","gray",0,"none","free","crowded","broad","chocolate","tapering","equal","fibrous","fibrous","white","white","partial","white",1,"evanescent","black","abundant","grasses"
"1287",1,"convex","scaly","brown",1,"pungent","free","close","narrow","brown","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","urban"
"1288",0,"flat","smooth","gray",0,"none","free","crowded","broad","chocolate","tapering","equal","fibrous","smooth","white","white","partial","white",1,"evanescent","black","scattered","grasses"
"1289",0,"convex","fibrous","brown",1,"none","free","close","broad","pink","tapering","bulbous","smooth","smooth","white","gray","partial","white",1,"pendant","black","solitary","woods"
"1290",0,"flat","smooth","white",0,"none","free","crowded","broad","brown","tapering","equal","smooth","fibrous","white","white","partial","white",1,"evanescent","black","abundant","grasses"
"1291",0,"convex","fibrous","brown",1,"none","free","close","broad","brown","tapering","bulbous","smooth","smooth","gray","gray","partial","white",1,"pendant","black","several","woods"
"1292",0,"convex","fibrous","gray",0,"none","free","crowded","broad","pink","tapering","equal","fibrous","smooth","white","white","partial","white",1,"evanescent","brown","abundant","grasses"
"1293",0,"convex","fibrous","white",0,"none","free","crowded","broad","brown","tapering","equal","smooth","fibrous","white","white","partial","white",1,"evanescent","black","abundant","grasses"
"1294",1,"flat","smooth","white",1,"pungent","free","close","narrow","black","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","grasses"
"1295",1,"flat","smooth","white",1,"pungent","free","close","narrow","pink","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","several","grasses"
"1296",0,"convex","smooth","gray",0,"none","free","crowded","broad","black","tapering","equal","fibrous","smooth","white","white","partial","white",1,"evanescent","brown","abundant","grasses"
"1297",0,"convex","fibrous","brown",1,"none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","pink","partial","white",1,"pendant","brown","several","woods"
"1298",0,"convex","smooth","gray",0,"none","free","crowded","broad","black","tapering","equal","smooth","fibrous","white","white","partial","white",1,"evanescent","black","scattered","grasses"
"1299",0,"convex","scaly","yellow",1,"almond","free","close","broad","white","enlarging","rooted","smooth","scaly","white","white","partial","white",1,"pendant","black","scattered","paths"
"1300",0,"flat","smooth","white",0,"none","free","crowded","broad","brown","tapering","equal","smooth","smooth","white","white","partial","white",1,"evanescent","brown","abundant","grasses"
